"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Application 'C:\ProgramData\HP\Telemetry\collectors\hp-telemetry-peripheral-collector_ver_3.0.4458767\ProcInfo.exe' (pid 6368) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","36546","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","21268","19672","Crow-2","S-1-5-18","3/21/2024 6:02:15 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\ProgramData\HP\Telemetry\collectors\hp-telemetry-peripheral-collector_ver_3.0.4458767\ProcInfo.exe' (pid 6368) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","36543","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","22076","1312","Crow-2","S-1-5-18","3/21/2024 6:02:15 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\ProgramData\HP\Telemetry\collectors\hp-telemetry-peripheral-collector_ver_3.0.4458767\ProcInfo.exe' (pid 5412) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","36332","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","17696","3236","Crow-2","S-1-5-18","3/19/2024 12:16:50 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\ProgramData\HP\Telemetry\collectors\hp-telemetry-peripheral-collector_ver_3.0.4458767\ProcInfo.exe' (pid 5412) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","36329","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","9728","11984","Crow-2","S-1-5-18","3/19/2024 12:16:50 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 1560) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34722","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","4472","19140","Crow-2","S-1-5-18","3/18/2024 10:33:36 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 21336) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34721","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","4472","19140","Crow-2","S-1-5-18","3/18/2024 10:33:36 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE' (pid 10216) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34720","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","4472","19140","Crow-2","S-1-5-18","3/18/2024 10:33:36 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 1560) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34705","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","11108","14804","Crow-2","S-1-5-18","3/18/2024 9:16:35 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 21336) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34704","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","11108","14804","Crow-2","S-1-5-18","3/18/2024 9:16:35 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE' (pid 10216) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34703","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","11108","14804","Crow-2","S-1-5-18","3/18/2024 9:16:35 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 1560) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34690","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","17512","22296","Crow-2","S-1-5-18","3/18/2024 8:23:30 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 21336) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34689","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","17512","22296","Crow-2","S-1-5-18","3/18/2024 8:23:30 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE' (pid 10216) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34688","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","17512","22296","Crow-2","S-1-5-18","3/18/2024 8:23:30 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 1560) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34684","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","9196","15828","Crow-2","S-1-5-18","3/18/2024 8:23:22 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 21336) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34683","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","9196","15828","Crow-2","S-1-5-18","3/18/2024 8:23:22 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE' (pid 10216) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","34682","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","9196","15828","Crow-2","S-1-5-18","3/18/2024 8:23:22 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","34090","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3008","4504","Crow-2","S-1-5-18","3/13/2024 9:07:48 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","34089","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3008","4504","Crow-2","S-1-5-18","3/13/2024 9:07:48 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","34088","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3008","4204","Crow-2","S-1-5-18","3/13/2024 9:07:48 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","30721","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3772","7256","Crow-2","S-1-5-18","3/10/2024 5:43:49 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","30720","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3772","7256","Crow-2","S-1-5-18","3/10/2024 5:43:49 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","30719","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3772","5088","Crow-2","S-1-5-18","3/10/2024 5:43:49 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","23353","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3232","8016","Crow-2","S-1-5-18","2/20/2024 12:39:26 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","23352","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3232","8016","Crow-2","S-1-5-18","2/20/2024 12:39:25 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","23351","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3232","7012","Crow-2","S-1-5-18","2/20/2024 12:39:25 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","23234","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3160","7636","Crow-2","S-1-5-18","2/18/2024 7:19:29 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","23233","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3160","7636","Crow-2","S-1-5-18","2/18/2024 7:19:29 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","23232","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3160","7040","Crow-2","S-1-5-18","2/18/2024 7:19:29 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 15120) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","22947","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","18120","14552","Crow-2","S-1-5-18","2/17/2024 11:09:47 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE' (pid 15680) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","22946","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","18120","14552","Crow-2","S-1-5-18","2/17/2024 11:09:47 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE' (pid 732) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","22945","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","18120","14552","Crow-2","S-1-5-18","2/17/2024 11:09:47 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","21167","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","2740","4796","Crow-2","S-1-5-18","2/15/2024 2:47:53 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","21166","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","2740","4796","Crow-2","S-1-5-18","2/15/2024 2:47:53 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","21165","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","2740","4468","Crow-2","S-1-5-18","2/15/2024 2:47:53 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The winlogon notification subscriber <TrustedInstaller> failed a critical notification event.","6004","0","32768","3","0","0","36028797018963968","21148","Microsoft-Windows-Winlogon","dbe9b383-7cf3-4331-91cc-a3cb16a3b538","Application","1728","0","Crow-2",,"2/15/2024 2:47:22 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","21144","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3572","5316","Crow-2","S-1-5-18","2/15/2024 2:46:26 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","21143","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3572","5316","Crow-2","S-1-5-18","2/15/2024 2:46:26 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.","63","2",,"3","0","0","-9223372036854775808","21142","Microsoft-Windows-WMI","1edeee53-0afe-4609-b846-d8c0b2075b1f","Application","3572","3856","Crow-2","S-1-5-18","2/15/2024 2:46:26 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"taskhostw (15100,R,98) WebCacheLocal: The shadow header page of file C:\Users\crowj\AppData\Local\Microsoft\Windows\WebCache\V01.chk was damaged. The primary header page (4096 bytes) was used instead.","472","0","0","3","3","0","36028797018963968","17795","ESENT",,"Application","15100","0","Crow-2",,"2/8/2024 11:28:58 AM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info","Logging/Recovery","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 11004) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","15489","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","11932","3916","Crow-2","S-1-5-18","1/11/2024 7:47:46 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 1228) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","15488","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","11932","3916","Crow-2","S-1-5-18","1/11/2024 7:47:46 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE' (pid 5032) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","15487","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","11932","3916","Crow-2","S-1-5-18","1/11/2024 7:47:46 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 11004) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","15481","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","10764","10848","Crow-2","S-1-5-18","1/11/2024 7:04:48 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\ai.exe' (pid 1228) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","15480","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","10764","10848","Crow-2","S-1-5-18","1/11/2024 7:04:48 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Application 'C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE' (pid 5032) cannot be restarted - Application SID does not match Conductor SID..","10010","0",,"3","0","0","-9223372036854775808","15479","Microsoft-Windows-RestartManager","0888e5ef-9b98-4695-979d-e92ce4247224","Application","10764","10848","Crow-2","S-1-5-18","1/11/2024 7:04:48 PM",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
