"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","CentralAccessPolicyId","Path","Owner","Group","Access","Sddl","AccessToString","AuditToString","AccessRightType","AccessRuleType","AuditRuleType","AreAccessRulesProtected","AreAuditRulesProtected","AreAccessRulesCanonical","AreAuditRulesCanonical"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\crowj\OneDrive\Documents\df-mod3-sdm\01-Exercise","Microsoft.PowerShell.Core\FileSystem::C:\Users\crowj\OneDrive\Documents\df-mod3-sdm","01-Exercise","C","Microsoft.PowerShell.Core\FileSystem",,"Microsoft.PowerShell.Core\FileSystem::C:\Users\crowj\OneDrive\Documents\df-mod3-sdm\01-Exercise","CROW-2\crowj","CROW-2\crowj","System.Security.AccessControl.AuthorizationRuleCollection","O:S-1-5-21-2575685057-3981701006-2922909388-1001G:S-1-5-21-2575685057-3981701006-2922909388-1001D:AI(D;CIID;DT;;;WD)(A;OICIID;FA;;;SY)(A;OICIID;FA;;;BA)(A;OICIID;FA;;;S-1-5-21-2575685057-3981701006-2922909388-1001)","Everyone Deny  DeleteSubdirectoriesAndFiles
NT AUTHORITY\SYSTEM Allow  FullControl
BUILTIN\Administrators Allow  FullControl
Crow-2\crowj Allow  FullControl","","System.Security.AccessControl.FileSystemRights","System.Security.AccessControl.FileSystemAccessRule","System.Security.AccessControl.FileSystemAuditRule","False","False","True","True"
